Time,Trigger,AngleAnkl,AngleKnee,AngleHip,SpeedAnkl,SpeedKnee,SpeedHip,MedialGastrocnemius,VastusMedialis,GluteusMaximus,DiscretizedTrigger,DiscretizedMovement,DiscretizedMedialGastrocnemius,DiscretizedVastusMedialis,DiscretizedGluteusMaximus
100,0.18027,0.310147,0.392747,0.274581,0.307742,0.541648,0.564108,-17.5182,-12.5131,-11.9062,2,1,2,3,3
101,0.18027,0.310006,0.39263,0.275087,0.307036,0.541481,0.562301,-15.3764,-12.6812,-11.3228,2,1,3,3,3
102,0.18027,0.309854,0.392514,0.275651,0.30619,0.541197,0.56013,-12.9025,-14.5341,-10.7576,2,1,3,3,3
103,0.18018,0.309684,0.392392,0.276289,0.305231,0.540811,0.557461,-12.4631,-15.3999,-10.4099,2,1,3,2,3
104,0.18018,0.309503,0.392266,0.276945,0.304206,0.540444,0.554222,-13.9135,-14.7241,-10.6782,2,1,3,3,3
105,0.18018,0.309325,0.392139,0.277606,0.303075,0.540229,0.550371,-15.4349,-15.2132,-11.0469,2,1,3,2,3
106,0.18018,0.309161,0.392013,0.27821,0.301793,0.540206,0.546103,-15.825,-16.0045,-11.137,2,1,3,2,3
107,0.18027,0.308973,0.39188,0.278721,0.300412,0.540393,0.541713,-15.1275,-16.552,-10.814,2,1,3,2,3
108,0.18018,0.308719,0.391721,0.279161,0.299017,0.540811,0.536989,-15.8327,-16.3599,-10.6814,2,1,3,2,3
109,0.18018,0.308421,0.391534,0.279539,0.297664,0.541439,0.53164,-16.7922,-16.0091,-10.8725,2,1,3,2,3
110,0.18008,0.30811,0.391345,0.279889,0.296386,0.542187,0.52623,-17.0079,-17.1031,-10.9955,2,1,2,2,3
111,0.18018,0.307784,0.391186,0.280207,0.295242,0.542949,0.521731,-17.1819,-18.1861,-10.8714,2,1,2,2,3
112,0.18018,0.307422,0.391066,0.280482,0.294341,0.543648,0.51867,-18.6983,-17.9349,-10.6509,2,1,1,2,3
113,0.18027,0.307025,0.390999,0.280762,0.293766,0.544251,0.517062,-16.5152,-17.4732,-10.5695,2,1,3,2,3
114,0.18008,0.306633,0.390987,0.281066,0.29353,0.544739,0.516417,-14.2235,-17.4257,-10.4778,2,1,3,2,3
115,0.18018,0.30626,0.390994,0.281346,0.293563,0.545047,0.516238,-15.1122,-16.455,-10.0404,2,1,3,2,3
116,0.18027,0.30589,0.390986,0.281581,0.293745,0.545066,0.516503,-16.711,-14.5244,-9.48161,2,1,3,3,3
117,0.18027,0.305521,0.390946,0.281849,0.294036,0.544697,0.517178,-17.5682,-12.9247,-9.23499,2,1,2,3,3
118,0.18027,0.305174,0.390869,0.28223,0.294426,0.543912,0.518101,-16.8638,-11.7097,-9.24214,2,1,2,3,3
119,0.18037,0.304882,0.390762,0.282681,0.294835,0.542748,0.51912,-14.7992,-10.993,-9.21924,2,1,3,3,3
120,0.18027,0.304617,0.390642,0.283102,0.295144,0.541268,0.52001,-13.6171,-11.1176,-9.18424,2,1,3,3,3
121,0.18027,0.304333,0.390513,0.283434,0.295269,0.539599,0.520586,-12.7916,-11.5385,-9.30964,2,1,3,3,3
122,0.18018,0.304016,0.390358,0.283711,0.295193,0.537907,0.52057,-11.7571,-12.0352,-9.62786,2,1,3,3,3
123,0.18027,0.303687,0.390172,0.28403,0.294946,0.536264,0.519535,-10.9885,-12.5959,-10.0544,2,1,3,3,3
124,0.18027,0.303373,0.389964,0.284394,0.294574,0.534662,0.517297,-10.9579,-13.0262,-10.4078,2,1,3,3,3
125,0.18018,0.303066,0.389741,0.284749,0.294135,0.533096,0.514043,-10.4632,-13.1265,-10.5643,2,1,3,3,3
126,0.18027,0.302729,0.389497,0.285104,0.293707,0.531599,0.509998,-9.11781,-12.9706,-10.9413,2,1,3,3,3
127,0.18018,0.302361,0.38923,0.285457,0.293426,0.530231,0.505257,-8.07421,-12.5469,-11.305,2,1,3,3,3
128,0.18018,0.301983,0.388947,0.28577,0.293406,0.529016,0.499764,-7.75108,-11.9318,-11.5456,2,1,3,3,3
129,0.18018,0.301593,0.388654,0.285993,0.293643,0.527921,0.493479,-8.51106,-11.4455,-11.776,2,1,3,3,3
130,0.18027,0.301197,0.388339,0.286126,0.294086,0.526887,0.486469,-9.53954,-11.2099,-11.9329,2,1,3,3,3
131,0.18027,0.300823,0.38799,0.286245,0.294711,0.525886,0.478946,-8.98686,-11.2221,-11.8712,2,1,3,3,3
132,0.18018,0.300482,0.387626,0.286355,0.295526,0.524938,0.471368,-8.53744,-11.6221,-11.6182,2,1,3,3,3
133,0.18018,0.300164,0.387275,0.28637,0.296478,0.524045,0.464132,-9.00847,-12.406,-11.3339,2,1,3,3,3
134,0.18018,0.29987,0.386951,0.286274,0.297414,0.523153,0.457444,-9.90832,-13.2383,-10.9558,2,1,3,3,3
135,0.18008,0.29961,0.386623,0.286121,0.298156,0.522229,0.451481,-10.2778,-13.9167,-10.6476,2,1,3,3,3
136,0.18027,0.299373,0.386259,0.285978,0.298581,0.521293,0.44636,-11.3916,-14.3921,-10.549,2,1,3,3,3
137,0.18027,0.299147,0.385859,0.285848,0.298611,0.520372,0.442053,-13.2531,-14.8487,-10.6714,2,1,3,3,3
138,0.18018,0.298936,0.385446,0.285662,0.298196,0.519473,0.438374,-14.5813,-15.5554,-10.4908,2,1,3,2,3
139,0.18018,0.298728,0.385036,0.285466,0.297362,0.518585,0.435362,-15.6187,-16.6175,-9.93568,2,1,3,2,3
140,0.18018,0.298497,0.384616,0.285298,0.296201,0.517697,0.433407,-15.9083,-17.8082,-9.4096,2,1,3,2,3
141,0.18018,0.29822,0.384163,0.285105,0.294805,0.516872,0.432557,-14.6048,-18.5749,-9.23448,2,1,3,2,3
142,0.18027,0.297881,0.383689,0.28488,0.293263,0.516216,0.432318,-14.7201,-18.852,-9.36534,2,1,3,2,3
143,0.18018,0.297485,0.383216,0.284647,0.291664,0.515745,0.432245,-15.4474,-18.9719,-9.8853,2,1,3,2,3
144,0.18018,0.297056,0.382739,0.284432,0.290084,0.515399,0.432417,-17.4284,-18.765,-10.5708,2,1,2,2,3
145,0.18018,0.296596,0.382265,0.284211,0.288583,0.51513,0.433113,-18.2084,-18.5295,-10.7687,2,1,2,2,3
146,0.18018,0.296119,0.381802,0.283965,0.287215,0.514919,0.434232,-17.2239,-18.6814,-10.5621,2,1,2,2,3
147,0.18018,0.295643,0.381334,0.283773,0.286058,0.514779,0.435729,-16.8931,-18.4576,-10.4322,2,1,2,2,3
148,0.18018,0.295176,0.380868,0.283659,0.285203,0.51473,0.437618,-18.2741,-17.7688,-10.3478,2,1,2,2,3
149,0.18008,0.294713,0.380412,0.283531,0.284706,0.514746,0.439612,-19.3762,-16.8678,-10.182,2,1,1,2,3
150,0.18027,0.29424,0.379948,0.283354,0.284562,0.514802,0.44151,-19.8896,-15.916,-10.0941,2,1,1,2,3
151,0.18018,0.293755,0.379476,0.283182,0.284731,0.5149,0.443201,-20.6445,-14.5432,-10.2006,2,1,1,3,3
152,0.18027,0.293258,0.379003,0.283061,0.285183,0.514965,0.444607,-20.6596,-13.3598,-10.4283,2,1,1,3,3
153,0.18027,0.292736,0.378526,0.282979,0.285876,0.514912,0.445695,-21.127,-12.8674,-10.9129,2,1,1,3,3
154,0.18037,0.292213,0.378042,0.282913,0.28675,0.514732,0.446564,-20.2177,-12.6871,-11.5608,2,1,1,3,3
155,0.18027,0.291726,0.377571,0.282836,0.28773,0.514412,0.447705,-19.443,-12.4876,-12.6037,2,1,1,3,3
156,0.18018,0.291286,0.377116,0.28273,0.288794,0.513941,0.449456,-20.1536,-12.1999,-13.2259,2,1,1,3,3
157,0.18018,0.290891,0.376671,0.282625,0.289935,0.513335,0.451489,-20.6833,-11.9601,-13.4638,2,1,1,3,2
158,0.18027,0.290531,0.376231,0.282518,0.291091,0.512602,0.453324,-21.2822,-11.9824,-13.5847,2,1,1,3,2
159,0.18027,0.290194,0.375762,0.28239,0.292187,0.511747,0.454947,-21.5244,-12.1068,-13.5211,2,1,1,3,2
160,0.18027,0.289882,0.375245,0.282273,0.293139,0.51077,0.456541,-21.1774,-11.9727,-13.2257,2,1,1,3,3
161,0.18018,0.289576,0.374705,0.282223,0.293821,0.509673,0.457957,-20.2177,-11.9378,-13.162,2,1,1,3,3
162,0.18027,0.289248,0.374154,0.282261,0.294116,0.508496,0.458962,-19.1747,-12.1187,-13.2334,2,1,1,3,3
163,0.18037,0.288916,0.373582,0.282326,0.293966,0.507354,0.459439,-18.4729,-12.1835,-13.0978,2,1,1,3,3
164,0.18027,0.288597,0.372993,0.282351,0.293387,0.506336,0.459395,-17.8968,-12.3263,-12.6391,2,1,2,3,3
165,0.18018,0.288273,0.372398,0.282334,0.292454,0.505476,0.458997,-17.5175,-12.868,-11.5211,2,1,2,3,3
166,0.18018,0.287939,0.371796,0.282334,0.291254,0.504824,0.458311,-16.6767,-13.9443,-10.2218,2,1,3,3,3
167,0.18008,0.287592,0.371176,0.282344,0.289912,0.504395,0.457237,-15.2864,-15.4326,-9.37002,2,1,3,2,3
168,0.18027,0.287219,0.37054,0.282292,0.288582,0.504122,0.455816,-13.4685,-16.5776,-9.141,2,1,3,2,3
169,0.18008,0.2868,0.369911,0.282168,0.287346,0.503957,0.454325,-12.7036,-16.6919,-9.09793,2,0,3,2,3
170,0.18027,0.286321,0.369306,0.282019,0.286206,0.503913,0.453023,-13.9337,-16.1546,-8.91093,2,0,3,2,3
171,0.18018,0.285798,0.36871,0.281896,0.28519,0.503953,0.452001,-14.8012,-14.9744,-8.82501,2,0,3,3,3
172,0.18018,0.285256,0.3681,0.28181,0.284383,0.503966,0.451149,-15.0991,-14.0061,-8.97653,2,0,3,3,3
173,0.18027,0.284704,0.367486,0.281745,0.28386,0.503882,0.450319,-15.3679,-13.5293,-9.35684,2,0,3,3,3
174,0.18027,0.284173,0.366888,0.281685,0.283666,0.503691,0.449544,-16.2829,-13.509,-9.95937,2,0,3,3,3
175,0.18018,0.283676,0.366292,0.281633,0.283801,0.50336,0.448992,-17.7261,-13.7772,-10.3819,2,0,2,3,3
176,0.18018,0.283195,0.365685,0.281581,0.28425,0.502863,0.448739,-18.93,-14.0259,-10.6212,2,0,1,3,3
177,0.18018,0.282716,0.36509,0.281493,0.284973,0.502294,0.448573,-19.6082,-14.0358,-10.7541,2,0,1,3,3
178,0.18027,0.282234,0.364492,0.281379,0.28587,0.50183,0.448099,-20.1085,-13.6331,-10.676,2,0,1,3,3
179,0.18027,0.281768,0.363852,0.281257,0.286808,0.501544,0.447282,-20.5763,-12.7954,-10.2361,2,0,1,3,3
180,0.18027,0.281331,0.363176,0.281124,0.287657,0.501422,0.446491,-20.8277,-11.8425,-9.33179,2,0,1,3,3
181,0.18027,0.280915,0.362492,0.280966,0.288292,0.50146,0.446056,-21.531,-11.1169,-8.67323,2,0,1,3,3
182,0.18027,0.280503,0.361799,0.280813,0.288661,0.50167,0.446125,-21.6287,-10.5812,-8.68004,2,0,1,3,3
183,0.18027,0.280102,0.361099,0.280727,0.288792,0.502034,0.446683,-21.6588,-10.2807,-8.96475,2,0,1,3,3
184,0.18018,0.279726,0.360433,0.280667,0.28871,0.502547,0.447598,-23.745,-10.4657,-9.41089,2,0,1,3,3
185,0.18018,0.279366,0.359824,0.280546,0.288393,0.503238,0.448658,-22.2832,-11.022,-10.1305,2,0,1,3,3
186,0.18018,0.278995,0.359242,0.280393,0.287836,0.504061,0.449638,-19.9079,-11.8377,-11.3275,2,0,1,3,3
187,0.18027,0.278589,0.358673,0.280283,0.287102,0.504884,0.450273,-18.0994,-12.8005,-12.6852,2,0,2,3,3
188,0.18018,0.278141,0.358111,0.280226,0.286273,0.505588,0.450259,-17.3099,-13.4446,-13.1692,2,0,2,3,3
189,0.18027,0.277653,0.357543,0.280201,0.285414,0.506122,0.449197,-16.8962,-13.441,-12.3302,2,0,2,3,3
190,0.18027,0.27715,0.356969,0.280169,0.284576,0.506478,0.446952,-17.1457,-12.4524,-11.0173,2,0,2,3,3
191,0.18018,0.27664,0.356408,0.280106,0.283828,0.506633,0.443864,-17.6169,-11.644,-10.6306,2,0,2,3,3
192,0.18018,0.276113,0.355855,0.280033,0.283272,0.50664,0.440132,-17.8197,-11.4827,-11.1299,2,0,2,3,3
193,0.18027,0.275578,0.355287,0.279935,0.282986,0.506628,0.435723,-17.2957,-11.9491,-11.7923,2,0,2,3,3
194,0.18027,0.275055,0.354705,0.279783,0.282973,0.506662,0.430707,-16.3931,-12.5155,-11.5901,2,0,3,3,3
195,0.18027,0.27454,0.354108,0.279565,0.283196,0.506753,0.425203,-14.5241,-13.1342,-10.7093,2,0,3,3,3
196,0.18008,0.274028,0.353507,0.279266,0.283618,0.506925,0.419448,-14.2096,-14.0695,-10.0321,2,0,3,3,3
197,0.18018,0.273527,0.352923,0.278907,0.284197,0.507217,0.413808,-13.983,-15.0337,-9.69115,2,0,3,3,3
198,0.18018,0.273041,0.352351,0.278526,0.284924,0.50768,0.408712,-13.0544,-15.2393,-9.34242,2,0,3,2,3
199,0.18027,0.272576,0.351786,0.278122,0.285786,0.508356,0.404651,-13.0406,-14.768,-9.10131,2,0,3,3,3
200,0.18018,0.272126,0.351237,0.27773,0.286744,0.509183,0.401883,-13.0108,-14.0923,-9.1195,2,0,3,3,3
201,0.18027,0.271677,0.350699,0.277354,0.287773,0.51,0.400393,-11.9146,-13.4367,-9.40194,2,0,3,3,3
202,0.18018,0.271235,0.350159,0.276926,0.288847,0.510667,0.400223,-10.2834,-12.9652,-9.88766,2,0,3,3,3
203,0.18027,0.270814,0.349626,0.276449,0.28994,0.511065,0.401466,-10.5219,-13.211,-10.4415,2,0,3,3,3
204,0.18027,0.270418,0.349125,0.275966,0.291059,0.511119,0.403989,-10.545,-14.0617,-10.9911,2,0,3,3,3
205,0.18037,0.270047,0.348667,0.275532,0.292213,0.510833,0.407637,-9.61582,-15.6771,-11.3805,2,0,3,2,3
206,0.18018,0.269694,0.348233,0.275196,0.293368,0.510199,0.412311,-9.24203,-16.9267,-11.4487,2,0,3,2,3
207,0.18027,0.269362,0.347775,0.274896,0.294492,0.509166,0.417637,-8.57979,-16.8103,-11.0998,2,0,3,2,3
208,0.18018,0.26905,0.347264,0.274588,0.295576,0.507712,0.423183,-7.88449,-15.5199,-10.2431,2,0,3,2,3
209,0.18027,0.268741,0.346706,0.274321,0.296571,0.505885,0.428706,-7.73582,-14.6329,-9.6207,2,0,3,3,3
210,0.18027,0.26844,0.346107,0.274137,0.297448,0.503744,0.43378,-8.15973,-14.7442,-9.18889,2,0,3,3,3
211,0.18027,0.268169,0.345472,0.274018,0.29821,0.501374,0.43782,-8.3931,-15.5082,-9.05897,2,0,3,2,3
212,0.18027,0.267926,0.344815,0.273955,0.298841,0.49894,0.4403,-8.2349,-15.6517,-9.35375,2,0,3,2,3
213,0.18027,0.267681,0.344131,0.273935,0.299327,0.496641,0.44085,-7.27076,-15.0316,-10.0349,2,0,3,3,3
214,0.18027,0.267428,0.343395,0.273901,0.299644,0.4946,0.439513,-6.81229,-14.9156,-10.8463,2,0,3,3,3
215,0.18027,0.267183,0.342607,0.2738,0.299775,0.492816,0.436533,-8.2749,-15.427,-11.1704,2,0,3,2,3
216,0.18027,0.266938,0.341796,0.273662,0.299731,0.491257,0.432106,-10.4964,-15.7371,-11.0825,2,0,3,2,3
217,0.18018,0.266697,0.340979,0.273514,0.299487,0.489939,0.426598,-13.1505,-14.8844,-10.6916,2,0,3,3,3
218,0.18018,0.266462,0.340157,0.273318,0.299017,0.488875,0.420597,-15.2817,-13.9201,-10.1204,2,0,3,3,3
219,0.18018,0.266215,0.339344,0.273039,0.298328,0.488032,0.414632,-15.9337,-13.2222,-9.55533,2,0,3,3,3
220,0.18027,0.265953,0.33854,0.272643,0.297431,0.487371,0.409295,-14.2814,-12.7737,-8.93417,2,0,3,3,3
221,0.18027,0.265671,0.337724,0.272151,0.296304,0.486893,0.405179,-14.995,-12.4372,-8.26684,2,0,3,3,3
222,0.18027,0.265366,0.336879,0.271655,0.294948,0.486598,0.402424,-16.1031,-11.9588,-7.84636,2,0,3,3,3
223,0.18027,0.265048,0.336022,0.271189,0.293399,0.486435,0.400706,-14.6006,-11.177,-7.68122,2,0,3,3,3
224,0.18027,0.264712,0.335179,0.270743,0.291655,0.486395,0.39968,-11.9273,-10.3336,-7.6655,2,0,3,3,3
225,0.18027,0.264346,0.334348,0.270321,0.289726,0.486513,0.399255,-10.7257,-9.9852,-7.73386,2,0,3,3,3
226,0.18027,0.263942,0.333508,0.26992,0.287664,0.486736,0.399353,-10.9233,-9.92919,-7.92478,2,0,3,3,3
227,0.18037,0.263492,0.332644,0.269562,0.285507,0.487008,0.399696,-11.0565,-10.2048,-8.43063,2,0,3,3,3
228,0.18027,0.263004,0.331782,0.269256,0.283276,0.487376,0.399712,-11.1104,-10.8286,-9.06068,2,0,3,3,3
229,0.18018,0.262488,0.330953,0.268962,0.280968,0.487879,0.398968,-12.4825,-11.5511,-9.23465,2,0,3,3,3
230,0.18027,0.261949,0.330145,0.268626,0.278577,0.488459,0.397693,-15.6206,-12.1082,-9.07487,2,0,3,3,3
231,0.18018,0.261366,0.329356,0.268214,0.276152,0.48904,0.396285,-16.8556,-12.5644,-8.95505,2,0,2,3,3
232,0.18018,0.260736,0.328594,0.267753,0.273703,0.489629,0.394936,-17.1557,-13.1523,-8.79477,2,0,2,3,3
233,0.18027,0.260075,0.327818,0.267282,0.271172,0.490233,0.39382,-15.5415,-13.6483,-8.47448,2,0,3,3,3
234,0.18027,0.259388,0.32701,0.266799,0.268577,0.49078,0.393047,-14.1346,-13.2449,-8.23188,2,0,3,3,3
235,0.18027,0.258669,0.326217,0.26628,0.266006,0.491187,0.392858,-13.384,-12.5348,-8.23994,2,0,3,3,3
236,0.18027,0.257904,0.325458,0.265746,0.263543,0.49145,0.393566,-12.3935,-12.8884,-8.28767,2,0,3,3,3
237,0.18027,0.257094,0.324711,0.265268,0.261268,0.491612,0.395109,-12.3736,-13.6569,-8.34905,2,0,3,3,3
238,0.18027,0.256257,0.323953,0.264855,0.259208,0.491701,0.397102,-13.4812,-14.6994,-8.384,2,0,3,3,3
239,0.18018,0.25537,0.323197,0.264475,0.257294,0.491749,0.399305,-15.5013,-15.5159,-8.09433,2,0,3,2,3
240,0.18027,0.254405,0.322443,0.264119,0.255494,0.491817,0.40185,-16.9579,-15.8257,-8.00817,2,0,2,2,3
241,0.18018,0.25341,0.321672,0.263775,0.253885,0.491901,0.404859,-18.0542,-16.1398,-8.6109,2,0,2,2,3
242,0.18018,0.252433,0.320896,0.263451,0.252558,0.491949,0.408371,-18.9395,-15.8666,-9.61916,2,0,1,2,3
243,0.18027,0.251475,0.320129,0.263147,0.251548,0.492,0.412451,-19.5082,-13.56,-10.6895,2,1,1,3,3
244,0.18018,0.250528,0.319359,0.262816,0.250839,0.492133,0.417087,-19.6984,-11.778,-11.7428,2,1,1,3,3
245,0.18018,0.249563,0.318588,0.262432,0.250438,0.492321,0.422345,-19.5297,-11.3877,-12.3533,2,1,1,3,3
246,0.18027,0.248547,0.317819,0.26207,0.250387,0.492423,0.428292,-19.093,-12.0274,-12.5747,2,1,1,3,3
247,0.18018,0.247503,0.317051,0.261803,0.250647,0.492344,0.434776,-18.8301,-13.2726,-12.775,2,1,1,3,3
248,0.18027,0.24648,0.316298,0.261605,0.251094,0.492028,0.44159,-18.259,-15.064,-12.8675,2,1,2,3,3
249,0.18027,0.24549,0.315557,0.261469,0.251671,0.491412,0.448618,-17.5153,-16.3473,-12.201,2,1,2,2,3
250,0.18027,0.244514,0.314829,0.261441,0.252389,0.49052,0.455842,-16.6768,-16.1117,-11.2876,2,1,3,2,3
251,0.18027,0.243543,0.314111,0.261496,0.253232,0.489452,0.463285,-15.5255,-15.1901,-10.6511,2,1,3,2,3
252,0.18027,0.2426,0.313372,0.261589,0.254164,0.488281,0.470632,-14.1491,-14.0979,-10.5606,2,1,3,3,3
253,0.18027,0.241693,0.312574,0.261704,0.255112,0.487064,0.477187,-13.0569,-13.271,-11.4078,2,1,3,3,3
254,0.18027,0.240811,0.311719,0.26182,0.255997,0.485859,0.482384,-12.1268,-12.5898,-12.6343,2,1,3,3,3
255,0.18027,0.239943,0.310818,0.261929,0.256766,0.484729,0.486032,-11.3388,-11.8318,-12.9112,2,1,3,3,3
256,0.18018,0.239092,0.309884,0.262061,0.257399,0.483738,0.488225,-11.4848,-11.1764,-12.6158,2,1,3,3,3
257,0.18018,0.238246,0.308943,0.262236,0.257927,0.482952,0.489225,-11.2389,-10.6523,-11.8715,2,1,3,3,3
258,0.18018,0.237387,0.308021,0.262463,0.258349,0.482485,0.489364,-10.7046,-10.5645,-10.983,2,1,3,3,3
259,0.18018,0.23651,0.307118,0.26272,0.258628,0.482494,0.48888,-10.7019,-10.9196,-10.2468,2,1,3,3,3
260,0.18018,0.23562,0.306226,0.26295,0.258763,0.483038,0.487841,-11.2464,-11.0524,-9.56339,2,1,3,3,3
261,0.18027,0.234752,0.305347,0.263105,0.258786,0.484023,0.486262,-11.4235,-10.9911,-9.14255,2,1,3,3,3
262,0.18018,0.233907,0.30448,0.263177,0.258747,0.485308,0.484093,-11.8421,-11.3493,-8.7684,2,1,3,3,3
263,0.18018,0.233053,0.303618,0.263243,0.258666,0.486743,0.481469,-12.7324,-12.5297,-8.24761,2,1,3,3,3
264,0.18018,0.232203,0.302759,0.263338,0.258558,0.488191,0.47895,-13.8033,-13.2752,-7.67051,2,1,3,3,3
265,0.18018,0.231359,0.301928,0.263426,0.258435,0.489591,0.477147,-15.0595,-12.6177,-7.05754,2,1,3,3,3
266,0.18027,0.230504,0.301152,0.263493,0.258246,0.490932,0.476518,-16.83,-11.3123,-6.59034,2,1,2,3,3
267,0.18027,0.229634,0.300422,0.263536,0.257928,0.492188,0.477217,-17.6875,-10.5666,-6.35925,2,1,2,3,3
268,0.18027,0.228753,0.299712,0.263551,0.25746,0.493321,0.478956,-17.7348,-10.129,-6.28956,2,1,2,3,3
269,0.18027,0.227875,0.299008,0.263536,0.256898,0.494306,0.48114,-17.8554,-10.0703,-6.40031,2,1,2,3,3
270,0.18027,0.226994,0.298299,0.263546,0.256311,0.495105,0.483362,-18.4858,-10.4916,-6.445,2,1,1,3,3
271,0.18018,0.226101,0.297585,0.263651,0.255738,0.495648,0.485542,-19.0152,-10.9019,-6.21143,2,1,1,3,3
272,0.18018,0.225203,0.296878,0.263855,0.255219,0.495882,0.487434,-18.9305,-11.2699,-5.91867,2,1,1,3,3
273,0.18027,0.224282,0.296177,0.264115,0.254755,0.495813,0.488831,-17.6415,-11.8412,-5.63762,2,1,2,3,3
274,0.18018,0.223336,0.295473,0.264383,0.254311,0.495508,0.489684,-16.1876,-12.7933,-5.38658,2,1,3,3,3
275,0.18027,0.222383,0.294766,0.264614,0.253876,0.495063,0.489867,-15.7573,-13.4788,-5.16189,2,1,3,3,3
276,0.18018,0.221428,0.294057,0.264784,0.253438,0.49459,0.489324,-16.3497,-13.5939,-4.94627,2,1,3,3,3
277,0.18027,0.220476,0.293338,0.264951,0.253021,0.494184,0.488038,-17.5608,-13.2824,-4.89907,2,1,2,3,3
278,0.18018,0.219541,0.2926,0.265119,0.252679,0.493855,0.486036,-18.3872,-12.8969,-5.17311,2,1,1,3,3
279,0.18027,0.218615,0.291847,0.265207,0.252415,0.493591,0.483582,-18.8246,-12.5442,-5.60896,2,1,1,3,3
280,0.18027,0.21767,0.291081,0.265252,0.252196,0.493445,0.481205,-18.918,-12.0847,-6.08375,2,1,1,3,3
281,0.18027,0.216703,0.290297,0.265302,0.251944,0.493461,0.479392,-18.6757,-11.6001,-6.49799,2,1,1,3,3
282,0.18027,0.215732,0.289507,0.265347,0.251559,0.49361,0.478117,-18.5964,-10.8225,-6.69062,2,1,1,3,3
283,0.18027,0.214751,0.288745,0.265411,0.25102,0.493872,0.476968,-18.3244,-10.0494,-6.69567,2,1,2,3,3
284,0.18027,0.213766,0.288017,0.26551,0.25035,0.49425,0.475629,-18.2532,-9.37992,-6.62617,2,1,2,3,3
285,0.18018,0.212802,0.287298,0.265605,0.249561,0.494728,0.474293,-17.8991,-8.90166,-6.53518,2,1,2,3,3
286,0.18027,0.211841,0.286576,0.265668,0.248657,0.495247,0.473174,-17.4838,-8.86424,-6.52497,2,1,2,3,3
287,0.18018,0.210857,0.285872,0.265742,0.247644,0.49577,0.471929,-17.6379,-9.34088,-6.54338,2,1,2,3,3
288,0.18018,0.20984,0.285184,0.265853,0.24651,0.496263,0.470356,-18.1751,-10.26,-6.47631,2,1,2,3,3
289,0.18027,0.20878,0.284488,0.265927,0.245237,0.496612,0.468446,-18.2523,-11.7396,-6.296,2,1,2,3,3
290,0.18018,0.207699,0.283785,0.265914,0.243845,0.496728,0.466087,-18.0731,-13.5892,-6.01144,2,1,2,3,3
291,0.18027,0.206616,0.283086,0.26586,0.242332,0.496613,0.46356,-19.0786,-14.4716,-5.75726,2,1,1,3,3
292,0.18018,0.205517,0.282393,0.265824,0.240719,0.496286,0.461408,-20.1499,-13.981,-5.62872,2,1,1,3,3
293,0.18027,0.20438,0.281693,0.265809,0.239132,0.495721,0.459803,-19.5508,-12.421,-5.49596,2,1,1,3,3
294,0.18027,0.203208,0.280999,0.265776,0.237712,0.494874,0.458613,-18.1351,-11.2661,-5.45803,2,1,2,3,3
295,0.18027,0.202015,0.280308,0.265726,0.236531,0.493771,0.457994,-17.7352,-11.0292,-5.22629,2,1,2,3,3
296,0.18027,0.200802,0.279591,0.265653,0.235596,0.492501,0.458267,-18.9856,-11.1045,-4.84283,2,1,1,3,3
297,0.18027,0.19957,0.278844,0.265542,0.234878,0.491148,0.459355,-21.3266,-11.6071,-4.61437,2,1,1,3,3
298,0.18027,0.198311,0.278072,0.265456,0.234375,0.489773,0.460949,-21.8821,-11.4862,-4.51047,2,1,1,3,3
299,0.18018,0.197028,0.277269,0.26544,0.23414,0.48842,0.462947,-21.0018,-10.6303,-4.487,2,1,1,3,3
300,0.18027,0.195754,0.276433,0.265456,0.234222,0.487144,0.465459,-19.6373,-10.0604,-4.59465,2,1,1,3,3
301,0.18027,0.194517,0.275559,0.265465,0.234586,0.486008,0.468476,-19.2915,-10.016,-4.81049,2,1,1,3,3
302,0.18027,0.193307,0.274657,0.265491,0.23518,0.485125,0.471755,-19.8209,-9.8835,-5.01931,2,1,1,3,3
303,0.18018,0.192107,0.273755,0.265549,0.235956,0.484594,0.47498,-20.1068,-9.12114,-5.24829,2,1,1,3,3
304,0.18027,0.190915,0.272876,0.265621,0.236804,0.484399,0.477783,-19.3239,-8.15806,-5.71886,2,1,1,3,3
305,0.18018,0.189724,0.272009,0.265715,0.237586,0.484527,0.479836,-18.2504,-7.72816,-6.01861,2,1,2,3,3
306,0.18018,0.188553,0.271136,0.265849,0.238197,0.484981,0.481013,-17.3054,-7.46424,-5.98646,2,1,2,3,3
307,0.18018,0.187417,0.270262,0.266015,0.238609,0.485692,0.481466,-16.5429,-7.63394,-5.81555,2,1,3,3,3
308,0.18018,0.186297,0.2694,0.266183,0.23887,0.486537,0.481367,-15.6242,-8.29358,-5.8234,2,1,3,3,3
309,0.18018,0.185188,0.268569,0.266338,0.239028,0.487409,0.480775,-14.4764,-9.18112,-6.05984,2,1,3,3,3
310,0.18027,0.184085,0.267765,0.266463,0.239052,0.488254,0.480105,-13.3877,-9.87173,-6.44887,2,1,3,3,3
311,0.18027,0.182953,0.266966,0.266547,0.23885,0.489121,0.479885,-12.5979,-10.3162,-6.88162,2,1,3,3,3
312,0.18018,0.181772,0.266183,0.266618,0.238336,0.490164,0.480181,-12.8484,-10.7967,-7.27969,2,1,3,3,3
313,0.18018,0.180567,0.265426,0.266655,0.237454,0.49145,0.480917,-13.5617,-11.7475,-7.65702,2,1,3,3,3
